,ENSG00000146648,ENSG00000130768,ENSG00000186529,ENSG00000116649,ENSG00000146729,ENSG00000105755,ENSG00000168143,ENSG00000235109,ENSG00000180638,ENSG00000023697,ENSG00000280055,ENSG00000158125,ENSG00000133466,ENSG00000152894,ENSG00000130382,ENSG00000198729,ENSG00000023909,ENSG00000178919,ENSG00000162419,ENSG00000138772,ENSG00000124003,ENSG00000054654,ENSG00000063587,ENSG00000122557,ENSG00000171903,ENSG00000138271,ENSG00000241878,ENSG00000177427,ENSG00000198909,ENSG00000164342,ENSG00000188508,ENSG00000104327,ENSG00000070718,ENSG00000116044,ENSG00000203780,ENSG00000173083,ENSG00000178038,ENSG00000111885,ENSG00000127955,ENSG00000116521,ENSG00000170477,ENSG00000102471,ENSG00000135253,ENSG00000004455,ENSG00000197043,ENSG00000165325,ENSG00000121851,ENSG00000075711,ENSG00000185684,ENSG00000165799,ENSG00000123136,ENSG00000186395,ENSG00000144635,ENSG00000185989,ENSG00000150782,ENSG00000214711,ENSG00000129194,ENSG00000120162,ENSG00000146674,ENSG00000243468,ENSG00000163209,ENSG00000134504,ENSG00000184178,ENSG00000047365,ENSG00000160294,ENSG00000159899,ENSG00000130702,ENSG00000144029,ENSG00000126777,ENSG00000182165,ENSG00000074211,ENSG00000133116,ENSG00000115561,ENSG00000214049,ENSG00000134215,ENSG00000161243,ENSG00000075568,ENSG00000160961,ENSG00000154864,ENSG00000156026,ENSG00000230937,ENSG00000147081,ENSG00000168003,ENSG00000132801,ENSG00000105991,ENSG00000142686,ENSG00000164181,ENSG00000143499,ENSG00000182704,ENSG00000197641,ENSG00000177494,ENSG00000147872,ENSG00000127663,ENSG00000157557,ENSG00000167981,ENSG00000132849,ENSG00000115295,ENSG00000132434,ENSG00000155016,ENSG00000236519,drug_response
HCC1806,1.576857132,0.273970195,-0.037124941,-0.245805937,-0.501351049,-0.590801263,1.98576834,1.349510903,0.717601956,0.619385955,-0.623042745,2.840062702,0.337601937,0.467553239,0.631143858,-0.014975686,0.090401865,0.471510795,0.406108919,0.608763892,0.570736888,-1.002801171,-0.073351418,-0.181773107,1.137128593,1.65980946,0.402542914,0.461618238,0.042264631,1.765915502,-0.506965899,2.368810171,-0.672321697,2.193915211,0.609204091,0.606119466,0.964064514,-0.898407798,0.163597249,-0.675089686,3.991594024,0.790390148,0.564023318,-0.28547932,-0.141342301,0.09692833,-1.399547972,1.097782013,-1.451334656,0.432446293,-1.0471687,0.198915878,-0.510721333,0.251132031,1.394606049,0.588604186,1.77879816,0.101839588,1.463028618,-1.225278264,-0.484155648,-0.041670487,0.486838542,0.38243872,-0.43293563,-0.507689251,1.84028133,-0.880121493,-0.921370336,0.99756712,1.358837218,1.088828015,-2.170629702,1.499696625,0.185574319,0.936511197,-1.049761039,0.1868933,-0.52500004,0.936570563,2.395131329,-0.062409412,0.778225413,-0.221104848,1.666271724,-0.735753846,-0.208677572,1.116018413,1.456826433,1.927904185,1.808129705,0.753153517,-0.404719173,0.829383775,0.626735196,0.937785084,1.769118019,-0.567951854,-0.61386287,-0.581369858,0.173135588
ZR-75-30,-0.772322504,-0.361814719,-0.259712533,-0.573614761,0.327238786,0.974965947,-0.660431883,-0.052770356,-0.367795696,-1.29187728,-0.630937709,-0.631477275,0.006559505,0.38826266,0.432958561,-0.626772124,0.73506802,-0.596522399,-1.026258074,0.122611209,-0.090738811,0.33120945,-0.402784855,-1.413706644,-0.601705552,-0.057654669,-0.589897586,-0.188146426,-0.045484381,0.147309176,-0.638543521,-0.338934446,-1.452852795,-0.746260809,1.473159406,-1.066084791,-0.167993462,-0.549519374,-1.412532253,0.041443309,1.681493316,-0.321736042,0.848071407,-0.249599884,1.193511766,-0.998724078,-0.820102514,-0.705325535,-1.219559813,0.118759192,-1.361159218,-1.321144034,0.159839336,-0.419577514,-0.60409736,-0.216273547,0.324751326,-0.585288647,-0.851217992,-0.480614717,-0.113805747,0.478262612,1.098735355,0.306900151,0.038860072,-0.888718607,0.008513817,-1.281547426,0.599613993,-0.04188348,2.087645483,-0.239099533,0.410031863,-0.562859351,0.249181128,1.062336873,0.44883915,0.630727332,-0.569336797,-0.893763796,1.460787244,0.079951487,-1.016499737,-1.64956384,-0.835941894,-0.797248,-0.011689287,-0.06026063,1.811544534,-0.247746862,-0.582305772,0.401624516,0.929994945,-1.694653831,0.766831865,1.707706005,-1.252562011,0.096178286,-0.971345578,-0.888633875,0.059043792
BV-173,-0.995847258,-0.736883795,-0.225578044,0.668214472,-0.392215987,0.760975894,-0.418924273,-0.555008815,-0.56595558,-0.231577938,-0.600513868,-0.68972287,-0.404621368,0.785998315,1.447264315,-0.405821921,-0.144267104,-0.264212564,0.906729473,-1.091608613,-0.178441691,-0.076672564,0.10967026,0.328517706,-0.492112273,-0.531542278,0.847327399,-0.420899676,1.028120749,-0.239222489,-0.015172288,-0.414522974,2.544272389,-0.837049306,-0.756312579,-0.407049584,-0.462615807,2.098867373,0.597357039,0.272028967,-0.606115683,-1.443178138,-0.497224259,1.500383187,0.488582233,0.345231016,-0.057906406,-1.360237355,0.518611776,-0.324602947,1.324809852,-1.288683389,0.417319274,0.911335882,-0.587259533,-0.102766838,0.091023862,-0.428507066,-0.891927019,-1.020978872,-0.597598995,-1.994373765,0.426138107,1.092285388,0.978279654,-0.691681107,-0.486207384,1.699726201,0.551810383,-0.138293173,-0.751291605,-0.453571586,-1.704990188,-0.623918666,1.414060836,-0.947794237,0.688716606,-0.220974624,-0.53261093,-0.300208171,-0.726629184,0.337830871,-0.137922166,0.795133927,-0.963250527,-0.789165141,-1.187190917,0.263775005,-0.669289855,-0.375933243,-0.4470192,0.668064014,-0.624874549,1.083952778,-0.988851612,-1.183784238,-1.53217607,-1.474291581,-1.037620942,0.205358605,0.027744126
CML-T1,-0.923869745,-0.676494232,0.075350757,-0.393525223,-0.371909454,0.969080773,-0.62431595,-0.502294804,-0.828184477,-2.885408905,1.193208799,0.624235911,-0.758594057,-1.380185666,-0.986165318,-0.94802055,0.356528025,-0.076224597,-0.270856712,-0.086761511,-0.215997634,-0.255954025,1.586562197,0.587362542,-0.448618793,-0.518620074,-0.465839768,-1.075747702,0.657674962,-0.172595048,-0.583922439,-0.398311849,0.572850026,0.885424055,-0.943922306,-1.127282807,-0.879154441,-1.122887476,-1.592994919,-0.895998959,-0.397139603,1.284104989,-0.193797469,0.267406728,1.109641745,0.275315691,1.433307228,-0.708395053,2.150904467,-0.069831008,0.914364592,-0.066671984,0.342015069,2.790512344,-0.843837346,2.476518653,-0.880853977,-0.915175824,-0.856016237,-2.07750695,-0.221386207,1.1784167,-0.657854509,1.316864053,0.874488444,-0.197504937,-1.571520057,1.197428105,0.038094354,0.903971275,0.158860351,-0.470348018,-1.859275409,-0.636049756,0.187617355,-0.854627514,0.065459882,-1.934179776,-0.521881248,-0.865776215,-0.725594266,1.265334631,-0.95252473,1.189045376,-1.397664241,-1.893906493,-1.022376011,0.273726555,-1.735666317,-0.002843603,-0.677898303,0.473548968,4.090419597,1.112584364,-0.633226929,-1.472346191,0.82944686,-0.885578458,1.192164966,-0.112565787,0.104949347
EM-2,-0.957057341,1.484071143,-0.379994531,0.557572913,0.215432875,-0.055092829,-0.738470607,0.226871846,-0.372894964,-0.975974369,-0.94505601,-0.646886314,-0.420265912,-2.091459716,0.653200792,-0.817749791,-0.665231524,-0.47409949,0.431035342,0.993681651,0.069825165,-1.859750783,-0.207150881,0.279352503,-0.656345463,-0.570803595,0.030686736,-0.881769738,1.611981282,0.039703174,-0.107057539,-0.550096616,0.717657345,-0.214272287,-0.822513309,-0.261732104,-0.180601834,1.324780623,-1.640448637,-0.663229096,-0.659996478,0.204688566,-0.253876903,1.348077661,1.166557938,0.254570391,0.237282352,-0.162520231,-0.98166532,-0.183289859,1.133656749,0.268154855,0.95869137,1.092896315,1.331113342,0.054951054,-0.254790217,-0.842214449,-1.187794167,-0.358187203,-0.411185488,-1.280420587,1.413251184,0.878338475,1.166159899,0.387273541,-1.442307854,0.476347661,-0.412189036,-1.031773807,-0.675585494,-0.687776425,-1.82436512,-0.541615649,0.320732113,-0.937368786,0.933810786,1.019182114,-0.562273212,0.396917636,-0.648740524,-0.721711276,0.263734247,1.003641674,-0.822176764,1.301070907,-0.725250211,-0.119365127,-0.717902805,-0.017943805,-0.449940654,0.483853235,0.90238202,0.770797878,-0.55482733,-1.035517585,-1.327274065,-1.776651467,-0.252859509,-1.210535511,0.045362415
LAMA-84,-1.186210331,1.028164547,-0.225675262,-0.198837987,0.486716245,-1.319761668,-0.519621504,1.110221315,-0.633594485,-0.387843926,-0.553523267,-0.654484386,-0.886941327,-2.152001575,0.926519925,-0.67718086,0.858645154,-0.352014453,1.276356055,-0.624677692,-0.045793123,-0.889412139,-0.083187781,-0.793029391,0.485281472,-0.601596123,1.47328617,-0.680275199,1.332391027,-0.534458373,0.098873485,2.203949574,0.498115834,0.285566153,0.076672579,-0.009365621,-0.961477803,1.816217456,-0.147594221,-0.856014637,-0.61837895,1.081842099,-0.156934553,1.712713565,-0.343439228,-0.157101868,0.94590604,-1.13643229,-0.289718077,-0.38000091,1.440378761,-0.912436558,0.925127979,1.812075935,0.456087304,-1.070106877,0.152453178,2.510397379,-0.989221849,1.165984662,-0.575097522,0.800620696,-0.165667538,-1.408521532,1.273464168,-0.42131614,-0.460339542,-1.540389458,-0.35872048,-0.917532616,-0.68608117,0.059188162,-2.311452078,1.679550399,0.638632956,-0.741002351,-0.377424709,0.194310531,0.111730172,0.156069306,-0.597692169,-0.159426634,0.854389145,-0.222610237,0.458157224,0.871889538,-0.503095158,-0.339838524,-0.744312625,-0.09892711,-0.504144972,1.064422933,0.781775946,0.51669629,-0.280469021,-1.382546623,-1.367942545,-0.373294023,-0.380222006,0.683484254,0.027198746
LS180,0.110074592,1.918994152,0.146918187,-0.915591201,0.171013001,1.949181486,0.902895525,0.920072996,-0.261656759,-0.198485683,-0.791351807,0.498406455,-0.688764738,1.008521815,-0.027303314,-0.750962758,-0.713969292,-0.655709377,0.84489967,0.802715731,-0.176013734,0.586973444,-0.266481374,-0.447419073,1.584093289,-0.735430715,-0.098378631,-0.14770233,-1.166417897,1.399070162,-0.226586489,2.908016269,0.223786002,1.425901344,-0.09993775,1.075826808,2.274750284,0.191326327,-0.497169698,-0.37007814,-0.427942218,0.757173216,-0.378176562,0.411451607,-1.930930454,-0.706401805,0.668892436,-0.068284387,-1.479430245,-0.117053877,-0.100516666,0.243272459,-0.491594313,-0.343734697,1.024084868,-0.452639033,-0.32192213,1.412453642,-0.066671741,0.029988384,-0.40679746,0.535784971,-1.812853601,0.418006009,0.499046449,0.037435469,0.171148779,0.895464562,0.06607241,-0.256302969,-0.703425056,-0.394874439,1.319133292,1.510949823,0.825800149,-0.942915802,0.500337615,-0.044578239,-0.683181825,0.026164806,-0.667577069,0.122771489,0.795526539,-0.397539303,-0.929155449,-0.571281881,-0.359624852,0.613873318,0.709492592,-0.21677377,-0.506088507,0.347671553,-0.480999762,1.799370163,0.564158388,1.157648614,-1.359174226,0.736119969,-0.552815472,0.518106813,0.083574683
SNU-C2B,-0.415560062,0.112720795,1.418852289,-1.240461081,-0.600647554,0.525134179,0.724229319,0.451792675,-0.540894856,-0.218241102,-0.358676625,1.367360567,-0.966363158,0.859577989,-0.715955108,0.351655006,-0.023000759,-0.272808107,-0.548377815,0.841400533,-0.853319419,0.481155541,0.633003974,-0.175995297,0.689296135,0.240475283,0.2688536,-0.381374877,-0.913042421,1.527764506,0.060473317,3.08823798,0.594043879,2.407290941,-0.97918056,1.114015863,0.405409088,0.43401104,0.631849238,0.472491511,1.013439147,0.646061548,0.497167309,-1.298160181,-1.503132592,-0.359969722,0.423944149,-0.005272303,-1.425899504,-0.534818557,0.327969208,0.275868627,-0.673661532,-1.139331958,1.004196258,-0.198766375,-0.590422724,-0.576846406,0.394236734,-1.417611503,-0.24020435,0.972511462,-0.985823088,0.872664321,0.166442706,0.917123755,0.748362825,0.76713803,0.4148698,-0.501981881,0.2277018,-0.304521484,0.061690265,1.290504872,-0.525506231,-0.700754805,1.761153862,-0.942579089,-0.361018489,0.32693913,0.581962064,-1.012781103,0.5269493,-0.928466521,-0.487679994,0.796631513,1.168574266,-1.296101523,0.558849722,-0.348932927,-0.419970426,-1.330536005,-0.48523652,0.057708592,0.341842743,1.126540397,-1.278326266,-0.131166619,-0.316556143,-0.305438465,0.068498291
SW48,0.717173446,0.627367155,1.488415316,-0.191263389,1.213419007,1.13030851,2.682943747,-1.148313573,-0.119861158,-0.602087101,0.155445986,-0.559085938,0.639499969,-0.097277662,-1.322584202,0.379698761,0.184478591,-0.292261112,-0.066914841,1.047521551,-0.626956468,0.685675736,-0.124177544,0.635048342,-0.353415118,-0.494816391,1.578526566,-0.294141901,-1.312774889,1.612872961,1.649802131,-0.410755478,-0.753820624,0.212259185,-0.277118734,1.582319934,2.687089743,0.864083524,0.957608648,-1.254388801,-0.073203294,0.113189046,-0.157823521,-0.866139895,-0.31278705,-0.271182593,0.541391484,-0.099271538,0.808113377,-0.864034393,-1.803015459,-0.378855747,1.120103294,0.414909065,2.024388316,-0.036949955,0.060634371,-0.202839828,0.876203977,0.555509093,0.110362247,1.205395875,-1.321370446,1.453059312,1.032313256,1.482909866,0.730504541,0.896005485,0.411647226,0.680025857,-0.70765853,-0.42563273,-1.814771843,0.610818985,-0.731053783,-0.715114102,0.227451212,0.170219272,-0.59792971,1.258924747,-0.622617116,0.787818536,0.528970454,-1.012532347,0.842813347,0.710906357,1.581299492,0.242637169,0.288453053,-0.236559321,1.870186411,-1.410215407,-0.43541135,0.595451978,-0.378598636,1.382960771,-1.328963671,0.34235559,-0.550276411,-0.635399429,0.268328117
SW620,-0.826482728,-0.017804712,-0.102831446,1.099487599,0.445827728,-0.001114257,-0.885622753,0.264902743,-0.258535591,0.133261511,-0.452768663,-0.386610717,-0.342015075,0.095648947,1.082961123,-0.596398283,-1.073460366,-0.281463694,0.347794541,1.15364309,-0.062196298,-0.762681446,0.722067047,-2.461259502,-0.3045721,-0.563244036,-0.21752003,-0.294616499,-0.346071076,-0.524771213,1.585683127,1.408444415,-0.337482436,-1.766721761,-0.422889516,-1.138563651,0.145179074,-0.253565563,-0.058745801,-0.093517219,-0.020057802,0.413233525,0.383762236,1.686004877,-1.713944671,0.12282937,-0.021735015,-0.794193385,-0.64774463,0.463293964,-0.82736797,0.127913667,-0.117808096,2.057277068,-0.469527396,0.157260056,0.242873396,-0.576618061,-0.458554951,-0.269677062,-0.534178914,-1.649587997,0.378982689,0.229549536,0.75049935,0.945353721,0.463140985,0.877909102,-0.869152761,-0.984461028,-0.128924828,0.13503934,0.175102063,-0.324224829,-0.577501036,1.24863522,-0.682180403,-0.229686205,-0.529211186,0.499452545,-0.538210445,-0.815704229,0.792922871,-0.3231287,0.302763387,-0.050444688,-0.024957511,0.288571639,-0.813905725,-0.181848205,-0.558216202,0.991282341,0.258080328,0.380546818,-0.92140428,0.814276955,-1.055117668,1.786933019,-0.737499945,0.652449138,0.023895827
SW948,0.06195339,2.203378352,0.245846337,-0.172348726,-2.729918093,1.276736599,2.076742966,-0.235488248,-0.133934841,0.707202653,0.286773484,0.451485353,-0.642767521,0.410688859,0.410352236,-0.251596347,-0.93910781,-0.452703684,-0.533674035,0.835440265,-0.012560252,0.099956946,-0.53360276,-0.357689587,-0.239516941,-0.614423066,-0.221450583,0.118075464,-1.670734726,-0.545921373,-0.352971358,-0.463684857,-0.0301829,0.369155676,-0.334316096,-0.553532844,1.432902569,0.64911299,0.412549646,-0.094634683,-0.222391571,1.183159781,0.260696747,0.099823671,-0.698224047,-0.171711736,-0.83689952,0.260822883,-0.036206566,0.080485102,0.550196483,-0.872086436,-0.992901197,0.841401979,-0.449783596,-0.525428607,-0.030843041,1.387296591,-0.073276406,1.986018093,-0.236241912,-0.302580424,-0.419338949,0.226133005,-1.312456632,-0.605716534,-0.038581893,0.020931577,-0.797944527,0.217553105,-0.725350616,-0.047258435,1.640919728,-0.205915601,1.179297379,-0.875836922,0.927770823,0.47848874,-0.620155926,0.628248683,-0.551818192,0.278997045,-0.214659645,0.594094166,-0.535652991,-0.947742021,0.855763768,-0.346641298,0.589078147,-0.186879181,-0.284215618,0.811692214,0.352357124,1.699411249,-0.447632036,0.94546398,-1.057064749,0.695451269,0.073560609,0.320202903,0.024639962
C2BBe1,0.092825967,0.048676866,-0.09060052,-1.052628397,0.142276045,0.369006227,1.047389524,-0.4536467,-0.380532611,1.723344377,1.562267523,-0.198865602,0.443439217,0.762197148,-1.190164041,0.427005743,-1.327624616,-0.392521024,-3.648436502,1.228567508,-0.162037547,-0.1461927,-0.969518166,0.949717329,-0.485457939,-0.754772794,0.100872946,2.650642772,-1.222119131,-0.800214865,-0.116109454,-0.384694366,-1.217982969,0.046115378,-0.528885231,-0.121723503,-0.204462678,1.149841707,-1.498650481,-0.911298063,-0.154299307,0.708569249,-0.458587853,-1.29598545,0.15610569,-0.593873655,-0.982936721,-0.176110887,-0.466863007,-0.549776261,-0.385645884,-0.899698688,-0.393628265,-1.553406083,1.395669533,-0.255770151,-0.926582726,0.754307372,-0.956335051,0.819537865,-0.466323522,-0.951393396,-1.370176563,-0.088084991,-0.322264618,1.175937615,1.810157626,-0.171725925,-1.155692446,0.361662717,-0.868131088,0.211013329,0.125508151,1.486922409,-0.819067451,-0.206277337,0.326230212,-1.497134636,-0.565050101,1.312985379,0.744173176,-1.023527298,0.535644526,1.174052451,1.258344932,-1.488087757,1.227759817,1.942029524,0.686817748,-0.43802519,-0.024105219,0.761211295,-1.174912054,-0.321232496,1.253139669,0.044131699,-1.282944519,-1.07900691,-0.871141146,0.545929548,0.127898921
CaR-1,1.242363349,0.78089434,-0.508752235,-0.79839611,0.92842565,-0.277935386,0.781780384,-0.097329296,-0.67012198,-0.605967391,-0.0653782,1.573240463,0.065109157,0.846630757,-0.952353414,1.645701343,0.331200488,-0.579009533,-1.104004228,1.268365651,-0.473230779,0.509192634,-0.338951934,1.19889855,-0.334469227,1.77207411,-0.798644025,1.022367781,-0.566323494,0.516596485,0.756181602,3.164885989,-0.197653032,0.35381858,1.073802512,0.541825783,1.983049614,-0.919591931,-1.002182831,-0.176880701,-0.332773099,0.550978021,0.140308272,-0.745500261,0.270254583,-0.227597716,-0.653057046,1.762326459,-0.197116387,-0.251826522,-0.967632622,0.327135267,-1.433176213,-0.62394718,1.482927636,-0.198303752,-0.435168675,1.766525986,1.508534558,-1.628096346,-0.302706812,0.348419162,-0.34549089,1.423793575,-0.48466701,-0.42348627,1.302323615,0.094966321,-0.512545232,0.275890685,0.653273289,0.594945549,1.11297633,1.61835236,-0.862281302,0.789669235,-1.144669691,-0.739000518,-0.683282487,-0.125956685,1.925640465,-0.536926972,-0.04088301,-0.695182433,1.201875826,-0.595047412,0.480113557,1.044169885,0.717293156,-0.261291707,2.540694989,-1.604715003,-0.747780343,0.165188033,-1.145184258,1.545774962,2.053995155,0.028730017,-0.178128891,-0.34385925,0.067109446
CCK-81,-0.382928119,1.20961444,0.028815276,0.56782068,-0.371005888,1.249630919,0.317106898,0.435870946,-0.184837148,1.330696243,1.401929804,-0.315831748,0.282004907,0.879752436,0.418680984,1.258415777,0.553407455,-0.38848382,0.12130921,0.120130688,1.838162206,1.041273199,0.883120825,-1.337892519,0.272596711,-0.564587156,0.454277535,-1.151084913,-1.945062376,-0.425324956,-0.17886984,-0.241984017,0.56108311,-0.319708201,1.228016649,-0.566911438,-0.478171376,0.421529211,-0.248661329,0.034068884,-0.019282875,0.953240543,0.980163792,0.694246867,-2.07484832,-0.145408784,0.16510606,-1.205772484,-0.494770274,-0.34909593,-0.30533893,-0.329740114,-0.236630517,-0.519594236,-0.697450269,0.346763724,0.177735407,1.388832085,-1.003078742,-0.313995487,-0.321313343,-1.662730598,-0.99327629,0.223376571,0.550317321,0.511888861,-0.306013929,-0.38723388,-0.08837722,0.291347871,-0.465950988,-0.141534748,0.196575998,-0.107268461,2.192608346,-0.521385479,0.092573695,-1.176191843,-0.646589737,1.82183889,-0.522773439,-0.590048161,-0.907770049,0.06896723,-0.658601216,-0.524690222,0.27350677,0.498378716,-0.041310315,0.155874234,-0.566284894,1.054329652,0.066402949,1.835759885,0.561644777,1.16396505,-1.390762387,0.25783787,-0.797914105,0.170344093,0.249107056
DiFi,3.908382348,0.417715046,1.567463022,-0.532950615,0.343705695,2.463212662,1.013979657,-0.169318584,-0.450165919,0.037213713,1.266881619,0.700758161,-0.458491711,0.659946466,-0.193498279,-0.391865341,-0.038565215,-0.410507263,-0.892238712,1.100121706,-0.401888835,1.537232222,-0.249310214,0.355676476,0.431369387,-0.658798635,0.178338269,0.078099729,-1.341154149,-1.200758815,-0.369118524,2.867282625,-0.445685318,0.786986635,0.168419066,-1.121162882,1.828662422,-1.04562668,-0.550865321,-0.549312391,-0.141344416,0.831550412,0.254458563,-1.522354718,-1.785691736,-0.470935094,-0.660260183,0.003212627,-1.293470139,0.370744517,-0.342002926,-0.28353502,-0.984201084,-0.829821563,-0.454170308,-0.917067138,-0.07176459,1.845727907,-0.928332031,0.471172002,-0.38970943,-0.358621837,-0.633116131,0.432936271,-0.807631637,-0.65397165,-0.097617109,-2.92979467,0.877411968,0.248718919,-0.781677733,6.350729926,1.312794684,2.081298723,1.72588699,-0.63499027,-1.147505411,-0.378477562,-0.494696712,0.135947542,-0.709209419,15.9606537,1.452542309,2.001129728,-0.611633152,-1.514389302,0.708208488,-0.044092437,1.463711822,-0.212541152,-0.668989953,1.598452119,-0.200944764,1.716294661,0.465936604,1.293326227,-1.298342274,6.737546458,-0.838857843,0.270700841,0.329950854
GP5d,0.307515874,2.627724657,-0.288089196,-0.699962041,1.497477536,1.874111489,0.935545665,1.639254377,-0.044349983,0.841200632,0.302381404,-0.021957028,-0.641903655,0.643543604,-0.207169769,2.2918825,-0.042143383,-0.552854849,-0.371614251,0.861727406,-0.529864488,1.547881059,-0.043679002,0.075103026,0.003005125,-0.516697722,0.31953738,0.749367387,-1.318113505,2.077812964,-0.36478209,-0.457257675,0.155208783,-0.066541411,0.697825247,-1.013531822,1.598481202,-0.029265565,-0.69897579,-0.762315635,-0.277185653,0.710391241,-0.843313812,0.720110429,-2.096716831,0.768061877,-0.604479176,-0.163907562,-1.202927464,0.145820923,-1.458607036,-0.216459799,0.004621394,-0.059201926,-0.240284511,-0.141887495,-0.392535775,1.350610569,-0.857151397,-0.519581656,-0.584015991,0.72090403,-1.845876089,-0.133295398,-1.148624495,0.041170992,-0.24821108,0.839613011,0.268738605,0.3173773,-0.780669423,-0.283817817,0.221615329,-0.641475099,2.721165377,-0.592596372,-0.712585225,-1.596651383,-0.633383358,1.573839182,-0.679869962,0.064535663,0.29334912,0.453464323,-0.787762094,-0.394642964,1.025316272,-0.325573172,1.582613893,-0.618068208,-0.53409407,0.930023571,0.224861531,1.894094349,1.886768975,1.015008516,-1.442232574,-0.122318417,0.293287872,-0.122955086,0.121221906
