,ENSG00000146648,ENSG00000130768,ENSG00000186529,ENSG00000116649,ENSG00000146729,ENSG00000105755,ENSG00000168143,ENSG00000235109,ENSG00000180638,ENSG00000023697,ENSG00000280055,ENSG00000158125,ENSG00000133466,ENSG00000152894,ENSG00000130382,ENSG00000198729,ENSG00000023909,ENSG00000178919,ENSG00000162419,ENSG00000138772,ENSG00000124003,ENSG00000054654,ENSG00000063587,ENSG00000122557,ENSG00000171903,ENSG00000138271,ENSG00000241878,ENSG00000177427,ENSG00000198909,ENSG00000164342,ENSG00000188508,ENSG00000104327,ENSG00000070718,ENSG00000116044,ENSG00000203780,ENSG00000173083,ENSG00000178038,ENSG00000111885,ENSG00000127955,ENSG00000116521,ENSG00000170477,ENSG00000102471,ENSG00000135253,ENSG00000004455,ENSG00000197043,ENSG00000165325,ENSG00000121851,ENSG00000075711,ENSG00000185684,ENSG00000165799,ENSG00000123136,ENSG00000186395,ENSG00000144635,ENSG00000185989,ENSG00000150782,ENSG00000214711,ENSG00000129194,ENSG00000120162,ENSG00000146674,ENSG00000243468,ENSG00000163209,ENSG00000134504,ENSG00000184178,ENSG00000047365,ENSG00000160294,ENSG00000159899,ENSG00000130702,ENSG00000144029,ENSG00000126777,ENSG00000182165,ENSG00000074211,ENSG00000133116,ENSG00000115561,ENSG00000214049,ENSG00000134215,ENSG00000161243,ENSG00000075568,ENSG00000160961,ENSG00000154864,ENSG00000156026,ENSG00000230937,ENSG00000147081,ENSG00000168003,ENSG00000132801,ENSG00000105991,ENSG00000142686,ENSG00000164181,ENSG00000143499,ENSG00000182704,ENSG00000197641,ENSG00000177494,ENSG00000147872,ENSG00000127663,ENSG00000157557,ENSG00000167981,ENSG00000132849,ENSG00000115295,ENSG00000132434,ENSG00000155016,ENSG00000236519,drug_response
NCI-H2405,1.235874899,-0.273473504,1.212098812,0.859852497,-0.158597191,0.640395474,1.388454517,-0.174705502,0.2738757,0.112615671,-0.218597699,-0.587663161,-1.115879933,0.395526548,-0.964888677,0.837538481,-0.448346444,-0.314293311,-1.566645842,-0.832611525,-0.014049537,0.084147569,-0.964175265,-0.288152211,1.60631741,0.20267252,-1.11354992,-0.608851698,-0.157632333,0.642718848,-0.385938035,-0.28067171,-0.30235363,0.199629071,-0.557522694,-0.688635438,0.098695965,-0.264371495,0.997723236,0.663262009,0.508338469,0.498331227,-0.851242166,-1.777752095,0.774905556,-0.08407005,-0.882063978,-0.159239154,-0.11997773,-0.387915429,-1.054900011,-0.20037963,-0.025411389,0.273984466,1.222911919,-0.548665691,-0.922971574,0.674667088,1.514320514,-0.435007369,-0.39485007,1.219659415,-0.456884027,-1.216995276,0.640938697,-0.448495265,0.864823175,-0.463817861,-0.008177141,0.372529918,1.153399519,-0.440751256,0.318945955,-0.416135356,-0.569076452,1.369632722,2.763372043,-0.876090506,-0.499819648,-0.199879874,-0.079944594,-1.093952668,0.02066668,0.218699519,0.758694673,1.438791478,-1.145275533,-0.46423476,-0.13115245,-0.55266611,1.300757492,0.240894462,-1.384943844,-0.52377636,1.022983673,-0.039367382,0.335082154,0.39704067,-0.528275308,0.256496967,0.132835477
RL95-2,1.154939865,0.975134062,-0.22090417,-0.406479849,0.722501148,2.069529072,0.740514256,0.587337474,0.072032427,0.096779159,2.289999724,2.175730679,1.172608914,-1.380742238,-0.308494631,0.217311015,0.441454915,-0.487772865,-0.22783982,0.261939949,-0.557779648,1.005257041,-1.131282357,-0.671025168,0.730672814,1.331837699,-0.207784371,0.572180807,-0.856180168,1.605075248,0.447586425,-0.369523057,0.568728732,0.713823313,0.729950574,1.748046053,0.204000555,-0.997463936,0.544143912,-1.04892635,-0.197384129,0.526805038,-1.120509148,0.237302034,-0.26439626,-0.239712773,-1.392205365,0.458228775,0.171349282,5.381140933,-0.233743085,0.716268453,-0.274001763,-1.282078132,0.169035617,0.236399148,-0.601665228,2.576650834,1.69680023,-1.147234139,2.894295578,-0.016046138,-0.355669449,1.476553562,-0.475549409,-0.873128523,1.001887688,0.036788048,0.456373133,-3.007738317,0.458239567,-0.513727408,0.129943191,1.831418288,2.260773334,1.070911154,-0.193430081,-1.167263403,-0.588241237,1.059129999,2.230511188,0.317161403,0.583902944,-1.494676149,0.069869411,-0.325208514,0.974301777,2.126903215,-0.264136073,0.004258216,1.699304883,-1.406204411,-0.39077191,0.912567783,1.088109995,0.33119853,-1.147360571,-0.699246487,-1.076271565,0.844531276,0.095641061
TCCSUP,0.390060217,-0.72184202,-0.4881621,0.148569743,-0.686224526,0.668826361,-0.502681961,2.442721868,-0.403875202,-0.115207393,0.961223394,-0.255738264,1.439864976,0.724922986,-0.087500248,-0.744818582,0.973196713,-0.244139975,0.422767705,1.088794737,-0.188648088,0.107698301,-0.547352881,-1.027888029,-0.420838781,1.567775374,-0.565859278,-1.396785926,-0.075011807,-0.78697062,0.184188514,0.053356577,-0.429654269,-1.053702287,1.25229267,1.770996091,-0.543889023,0.157837916,0.957448867,-0.353076582,-0.397626863,0.625692281,-0.171921382,0.023969361,0.889431804,-0.279009641,0.030548522,-0.171435284,1.824606731,-0.575171025,-0.91103918,0.569312574,-0.298188415,0.169799746,0.922813021,-0.560316846,-0.923805479,-0.783512454,0.321566766,0.857580478,-0.529852948,0.060954468,-0.458259439,-0.875193119,-0.425923777,-0.753010375,0.664216576,-1.318868836,1.071448337,0.754632163,-0.79941498,2.492776931,-1.277705502,1.335128058,0.30441588,-0.226443573,0.394667562,-1.012120574,-0.502377459,1.223146046,-0.332516549,0.273816527,-0.054875076,-1.041206469,1.156359822,0.559064099,-1.01135957,0.423752091,1.340792532,-0.262426202,-0.673297049,0.952558118,-1.175700171,0.041464661,1.591919519,-0.517145473,0.178527284,0.047524653,-1.270924377,-0.245455852,0.129091861
SK-ES-1,-0.915606178,-0.559909224,-0.399921318,0.593507421,1.171502382,-0.605549104,-0.555176058,-0.857728474,-0.271248121,0.963694794,-1.567486567,0.159323028,-0.22862624,0.470269127,0.209670814,0.138228854,-0.623418292,-0.559765587,1.398238969,-1.217030579,0.590538278,0.149192585,1.125097448,0.77939688,-0.433678413,-0.689176727,-0.387285359,-0.279098155,-0.534816763,-0.946791533,-0.593913156,-0.430120889,0.072075046,-2.0140836,-0.42179504,-0.140656598,-0.70444556,-1.209716263,0.301227722,0.252011421,-0.539977162,0.000120343,-0.798649475,-0.531483538,1.08457502,0.209092531,1.556004211,-0.208830683,1.595445865,-0.577717684,-0.569626867,-0.85014539,0.914728409,-0.698634711,-0.851597403,1.509802191,0.111280308,-0.545251639,-0.913803727,-0.386556791,-0.458046637,-0.707804719,-0.818532242,-1.514632699,-2.38978738,-0.381504714,-0.779538621,0.164721452,-0.920856393,0.687122293,-0.823920315,3.913047618,-0.152850167,-0.448321245,-0.545039718,-0.92836427,-1.240927488,0.370796698,-0.380676821,-0.518433331,-0.590102373,-0.81642264,0.237525114,-0.145436463,-0.596268073,1.124150503,-1.228543985,-0.057348164,-0.845573657,-0.07350996,-0.717996376,-1.695163267,-0.119337763,0.855175059,0.500284329,-0.515827949,0.051837737,-0.783635563,1.581976936,0.703845687,0.045243782
SU-DHL-8,-0.705018831,-0.561426313,-0.24525188,0.211383779,-0.157610499,-1.012368645,-0.440522221,0.234628252,-0.05183628,0.323848412,-0.776408709,-0.51777243,0.144877928,-1.505892157,0.253490344,-0.750817461,-0.776237107,-0.325564575,1.85481953,-0.728116594,-0.023161407,-0.194099543,0.041652748,0.282208181,-0.238568693,-0.558710417,-0.714738353,-1.445521636,-0.483859016,0.767289126,-0.61102205,-0.359836213,-0.252986764,-1.046385093,-0.973854255,-1.286358442,-0.510812982,2.431055689,-1.359181251,-0.07818664,-0.405677809,0.179130261,0.915178509,1.995829651,-0.244157263,-0.208776021,0.944232756,-1.045043782,1.440800915,-0.048841898,1.856771494,-0.466341774,0.811918883,-0.571772243,-0.656812007,0.413160634,0.209325531,-0.626841225,-0.784055856,-0.910875901,-0.001126275,-1.953968751,0.964083792,0.378726847,0.726329145,-0.385017018,-0.118674782,0.967205841,-1.91825678,-0.136643295,-0.811542339,-0.301820881,-0.708429769,-0.704509584,0.43283112,-1.234071624,-0.0793558,1.217572517,-0.689724567,-1.418172475,-0.553091596,0.355385178,0.305228496,1.804201617,0.887416436,-0.804443992,-1.208764205,-0.77816739,-0.881470534,0.063982647,-0.389772749,0.567787487,0.042230752,-2.396353536,0.64197773,-1.035310697,-0.95999504,-0.048939381,-1.152394229,2.915665545,0.063546808
RCC10RGB,2.053092098,-0.933548991,-0.058360989,0.02653907,-1.24051581,0.834360261,0.051812237,-0.920181094,0.035021419,2.83965237,1.153337582,-0.500116472,0.267550745,-0.247900459,-0.36400614,2.068150387,-0.338540454,-0.495110089,-2.090266799,0.915041595,-0.786628612,0.742966242,0.859807406,1.658677546,0.669489449,-0.63344839,2.909733799,1.032165653,0.453958084,3.307265283,0.692561414,-0.424811204,-1.08513336,0.022391416,0.766147526,-0.882784541,0.437833154,-0.936343561,0.660601526,-0.649282844,-0.335603018,0.833748633,0.574251107,-0.821532413,0.661952216,0.288165004,-1.106833101,-1.108503895,-1.620478341,-0.086196839,-0.237601981,0.008728783,-2.752840473,-0.04395623,-0.52061667,-0.671686994,0.217066834,-0.752369248,1.913254053,-0.002568963,-0.10840669,-0.915870245,-0.852006282,-0.471057777,-1.314344397,1.035074347,-0.350941532,-0.788829914,-0.720387474,0.520473818,1.273236435,3.185631247,0.716771913,0.582961957,0.751200575,1.543994427,0.020332213,-0.315123517,-0.379106343,0.194113355,-0.506819357,1.400190231,-0.32726029,-0.407254826,-0.663457143,-1.13899917,1.419941908,0.904237531,0.84521887,-0.132713178,2.174620634,1.64875501,1.838153613,-0.655951699,-0.289628281,0.683747565,-0.157131525,-0.747363918,-1.036968474,-0.646096942,0.221884831
LNCaP clone FGC,-0.416556819,2.21219241,-0.302775416,1.484497924,0.673851814,-1.231561948,-0.504995355,-0.272859418,0.564430774,-1.045490123,-0.068324219,-0.528726426,-0.176810076,-1.004561305,1.934605276,-0.332961957,0.31950874,-0.324512705,-0.35615872,-1.082245671,-0.045691726,0.474366283,-0.018214021,-2.214242567,0.281193524,-0.608217533,-0.63782318,0.63388285,-0.003377651,-0.968055849,-0.856558732,-0.49879739,-0.320461994,-1.15299152,-0.42272364,-0.313393377,-0.408832591,-0.847149008,0.393103187,0.139494325,-0.17205798,0.684657217,0.409735908,0.451086583,0.214657146,0.408670801,-1.326695568,-1.113749455,0.429145627,-0.009510568,0.601044151,0.539575241,0.587120709,-0.390293179,-0.821730664,-0.121775713,-0.370647236,-0.758014334,-0.916105942,-0.109317029,-0.267351533,0.07317722,-1.012534966,-1.496851718,-0.365728501,-1.236048297,-0.262094172,0.486217284,-0.1267537,1.922385965,0.9373931,-0.213059606,-0.826422094,-0.440201135,-0.682370286,-0.819946513,-0.116407647,0.407560039,-0.415911715,-0.917543447,-0.542715249,-0.224074452,-0.441219334,0.401992112,-1.051918897,0.372890411,1.678975382,-2.583784378,0.231073464,-0.241939368,-0.58061268,-1.097069494,0.834818756,-1.797415899,0.964403743,0.339957532,-0.943593497,0.342015828,0.688071218,1.121624922,0.02088213
NCI-H1944,-0.676273393,1.466580024,3.136498137,-0.495219772,0.103314996,1.500117676,0.988660574,1.966574912,3.704962526,0.962736658,0.664404057,-0.204651372,0.453555546,0.018482482,-1.494308878,-0.026264824,2.967930283,-0.44411338,0.566645392,0.598787013,1.340672709,-0.210153676,0.236026834,0.119593235,3.227548128,-0.585883477,-1.008961363,-0.905683013,-1.715417149,1.313607949,-0.067736083,-0.272505583,-1.01466181,1.208354696,-0.696351121,2.10296669,2.097717782,0.190117299,0.955440826,0.47902116,-0.294029493,0.608208516,1.005893131,-1.164812994,-0.461088372,-0.435069069,-1.02929865,-1.388392496,-0.882548863,-0.178415243,-0.834857079,0.533360214,0.099779224,2.132197042,1.943660624,-0.138970939,-1.154954926,-0.740545019,1.236017575,-2.018704003,-0.317025206,0.420976954,-0.058508428,0.343478413,0.303516877,0.129604676,0.969303636,0.47869653,0.407837149,-0.528282777,2.368970702,-0.5020558,0.605792164,-0.464647301,1.580550025,1.170940247,-0.805017747,-0.789728884,-0.724041973,-0.399520854,-0.656360631,-0.218316451,1.423384692,-1.954797417,-0.640754081,-0.665716133,0.879597876,0.4932202,1.651325956,-0.299310647,-0.671913466,-0.241238629,-0.950769842,0.713560368,-0.520719681,0.651588404,0.612918957,-0.447285342,-0.766401522,-0.727536584,0.155340016
OAW42,0.201351361,-0.591786247,-0.255886406,0.286391615,0.620746114,1.442683119,-0.563559962,0.466377996,-0.129211837,-2.587418269,-0.317319345,2.208366898,0.302919473,-0.048766315,-0.514440218,-0.467715629,1.946997427,-0.42199013,-1.722650276,0.789142581,-0.4982528,2.09484499,-0.19657387,-0.634253196,1.108463802,-0.494214487,-0.272708375,-0.408580735,0.636571419,0.666078459,-0.417694309,-0.249274175,-0.812644718,-0.466716027,-0.231861247,-0.45805944,-0.21642974,-1.028754171,1.667375807,2.011016648,-0.189114905,-0.7507494,0.176508461,-1.119040148,0.469942423,-0.200831223,-1.350907217,0.242651342,0.017789509,-0.100308727,1.233327184,1.142684361,0.718053954,-0.575166928,1.809903577,-0.779424284,-0.564458738,0.983993208,1.423595492,0.477254371,-0.464137262,0.566623226,-0.521094822,0.179778399,-0.390715185,-1.017353661,2.008328922,-0.816695458,0.840087269,0.38303703,1.556923979,-0.290524133,-0.309282577,0.193248396,1.634592224,1.53462104,-0.310036621,-0.644565402,-0.39710683,2.34767296,-0.703866679,-0.541340626,-0.385394858,-1.484022868,1.356366761,-0.915249351,1.632102257,0.17365988,0.163114223,-0.390650687,1.736016862,-1.383726693,-0.390059642,-0.459107818,1.275637663,1.057136881,0.103702392,-0.51804679,-0.672026667,-0.578209593,0.115422426
A-704,1.46965377,-0.858317614,-0.540487687,0.124670167,0.836331501,-0.385477282,-0.778465423,-0.345297893,0.014357669,2.485353274,0.609743509,-0.836664772,1.10897655,0.108123824,-0.865303591,2.011866591,0.250595451,-0.141570698,-2.661442575,0.647616601,0.246628922,-0.281841402,0.515993549,0.706052739,-0.413275523,-0.64043377,0.848004328,1.705000249,-0.277885274,3.577731794,0.085447716,-0.449441627,-0.253464169,-0.301468943,1.138411939,-0.392347604,-0.814369135,-0.708069864,0.626116351,1.247015042,-0.371050763,1.219256155,0.156748947,0.26765998,1.306361168,-0.448990787,1.471303988,-0.445796863,-1.270571093,-0.616475641,-0.193019327,-0.210477153,-3.440931222,-0.103149674,-0.349867012,0.12746663,-0.361591469,-0.221735864,1.774593355,-0.6994185,-0.553857609,0.277781173,-0.510152494,0.256644264,-0.319917363,-0.288265181,0.562472221,-1.872664744,-0.264790257,0.87625763,0.73534056,-0.111007743,0.028869817,-0.626225194,0.972400564,-0.304079249,0.199464676,-0.989757948,1.52510065,0.283619902,-0.674314448,0.73688354,-0.493794257,0.670170625,-0.533166236,-0.703605373,1.910842039,1.240617262,0.781858,-0.328717797,0.14299412,1.357532208,0.995834052,-1.394579049,-0.464085127,0.425617849,-1.191542069,-0.607116727,-0.322859066,-0.633577597,0.047057154
JHH-6,0.971784787,-0.651753958,-0.126151629,1.038285649,-0.184625255,0.021798514,-0.578273234,0.186465515,4.698415863,0.459569324,-0.978627966,-0.83992737,0.17564108,0.851558186,0.746376157,-1.083805005,2.462936358,-0.301961503,0.751589893,-1.02801941,-0.781310194,-1.241956352,-1.043061855,0.300478525,1.866433035,-0.568685469,1.625947183,-1.054859014,-0.886584039,0.431879352,-0.169396295,-0.392918449,-0.669760115,1.838972889,1.283057777,0.544068189,-0.790925909,0.578056766,1.122484136,0.621817706,-0.039529728,-0.136932886,2.04787524,1.011958623,0.017097925,-0.101280111,-0.229776338,-1.014378476,-1.106419202,-0.201718415,-1.899797073,0.884408885,0.52762482,-0.364227207,1.551582542,0.561906086,-0.221310737,-0.801738109,-0.184257746,-0.849984764,0.099540669,1.045215571,0.570601966,-0.950421185,0.412002447,-0.320985547,0.524282779,3.049522535,-1.315673583,-0.059065299,1.888468343,-0.475943746,1.2356362,-0.534244735,-0.784014991,-0.337031438,-0.025302337,-0.241131006,2.059274686,1.319983747,-0.594299977,0.130391377,1.416968924,-0.934622474,-0.712609051,0.699936658,-0.52575479,-1.157119427,1.941281952,-0.259464419,-0.345345003,1.502996705,-0.75196772,0.550260983,-0.605665619,0.221590147,1.694143268,-0.144868336,-0.957805158,-0.537273209,0.065397453
MHH-CALL-2,-0.873383781,-0.965687918,-0.47265721,-0.993867525,-0.62375898,0.100307445,-0.628889311,-0.184535231,-0.330578995,-0.379362815,1.178139323,-0.635924297,-0.561707083,-1.515556704,-1.145677802,-0.806778629,-1.018900739,-0.304527985,0.006090848,-1.045396588,-0.689515541,1.376257586,0.747667815,-0.603454381,-0.398807371,-0.586904564,0.11089404,-0.514156835,1.119040909,-0.543087976,0.170839238,-0.462877577,-0.046207841,-0.593410401,-0.641428289,0.736111584,-0.166762828,1.630199953,1.363731208,-1.630808684,-0.37543118,-3.783261817,-0.212606375,0.270278777,0.89208505,0.529655663,-0.059646396,-0.756595646,-0.621136319,-0.555512974,0.511329947,-0.967932754,-0.922997575,-0.025101581,-1.058350008,0.771801106,-0.436579931,0.550901638,-1.063187782,0.900987596,0.226619137,-1.128675789,-0.84056488,1.687033167,2.664877985,-0.639776446,-0.160485127,0.982194379,0.479810207,-0.363052639,-0.771335383,-0.278392347,-2.141160387,-0.599096506,1.93405737,-0.830644862,0.767724404,1.523953794,-0.312685072,-0.853043111,-0.731660879,-0.290068156,-0.623334037,0.17801892,-1.318097034,-1.421380523,-0.486840339,1.103016005,-1.006631152,-0.128722585,-0.581214643,0.852544929,2.379609995,1.512153761,-0.23159386,-1.155977549,-1.339361885,-1.341642399,-1.135272108,-0.789488729,0.07514237
JHH-4,1.31933178,0.757557657,-0.465049012,-0.003779235,0.559919318,0.850679745,-0.467631331,-0.362445823,-0.319221567,0.713825433,0.262457562,-0.216502825,-0.046210936,0.97386556,-1.164492432,-0.836869109,-0.473862966,-0.617208392,-0.268162332,0.165337578,0.089263278,1.096236693,-1.856776733,0.823185933,-0.634423958,-0.68030004,-0.407144152,-0.180381795,0.262292185,-0.264735813,-0.473139062,-0.538582886,-0.941152642,0.604615409,1.90598329,-0.544588105,-0.822610471,-0.084561543,1.004252681,0.387665367,-0.236559089,-0.130057916,0.710925184,-0.090669015,0.091096906,0.131657338,0.316643873,0.602966356,0.518571516,-0.550072005,-0.585847504,1.08126145,-0.020990179,-0.587901063,1.56734824,-0.613396558,-0.641202105,-0.815475216,0.935269136,-0.003294018,-0.353886732,0.077149849,-0.793656362,0.065416615,-0.334840054,-0.468458873,0.002472152,-0.283871026,0.143084171,-0.880928528,-0.695956006,-0.596407506,0.252454443,0.561268997,2.544888363,0.621444241,-1.182841059,-0.440647932,1.490724105,0.364599761,-0.497873458,-0.411335889,-1.894313225,-0.331212482,-0.618571107,0.158189371,0.711152776,0.756653564,-0.448184369,-0.478545434,-0.335203294,0.684748264,-0.933962101,0.131921384,-0.440449674,0.061883333,-0.195750244,0.073246606,0.560388353,0.28005952,0.084680539
OE21,3.263137695,-0.848237422,2.719398669,-0.291547434,1.771718587,0.562109125,2.729145796,1.377346634,4.495215268,1.67502332,0.150651331,1.25643493,-0.133689099,0.974624203,-1.323917237,2.189259152,2.495058823,3.491140038,0.738080637,0.054287085,-0.273037171,0.204673444,-0.690421048,0.960527992,3.595308482,2.001696156,-0.543441341,0.002709261,-1.546434704,1.732455524,6.123118621,1.151246604,-1.007771093,1.071796399,1.83332992,1.769065942,1.232337772,-0.748744113,0.891265461,-0.484340841,0.179851739,1.264787439,-0.493154743,-0.501503876,-1.508607295,-0.481097847,-0.520292467,0.540797503,-0.441786666,0.647595268,-0.109338957,1.327258729,-1.004276733,-1.29988317,1.191455675,0.870029408,2.416895856,0.340166192,0.850537215,-1.278608675,4.278969528,1.182131931,0.047521597,1.323739481,-1.449588766,-1.004049527,0.730347479,-0.831058108,1.267695858,1.359521974,2.760389596,0.101960029,0.860679686,0.107391263,1.635960366,1.759310468,-0.477306207,-0.468482707,-0.093747477,-0.117700151,2.473651302,-0.386626649,2.097012428,-1.824914693,0.690671634,-0.780633966,0.165637369,1.148466253,0.693901119,5.323485263,2.102080397,-1.522755833,-1.057392742,0.769378918,0.456848417,1.182444992,0.845936884,4.812725812,-1.041229782,-1.32654781,0.192033036
NCI-H1693,1.248979465,1.340911437,-0.001545261,0.470146361,-0.750496897,0.047558858,0.770625195,0.261265642,-0.327153832,0.507428714,-0.765007622,-0.608003441,1.025636952,0.197060558,-0.966765949,-0.158358713,0.429720018,3.208865355,-0.049596468,1.131040095,-0.694068459,0.887631662,-1.30392423,0.787346831,-0.495348228,1.528395517,0.01115749,0.641872558,-0.086677513,0.607084133,-0.736784562,-0.530871091,0.375632457,-0.580303729,-0.446198227,2.368890231,-0.13951223,-0.776557399,0.00900061,0.05057828,0.027780762,1.2032121,-0.182873903,0.278069509,0.276039068,0.269506163,-0.145521296,0.196742747,0.249885248,-0.209445546,0.401470206,-0.555350646,0.007643914,-1.042688283,1.092594259,2.093613356,1.883996721,1.775139046,1.682239057,0.844077863,1.215983895,-0.180997559,-0.990991008,1.264407945,1.265408881,-0.665715091,0.574365145,-0.512544913,-0.129443821,0.070790766,-0.53279002,-0.365037539,-0.07183138,1.451775425,-0.639388934,1.609173243,-0.461676696,0.431004657,-0.055220634,0.380449489,-0.373793465,-0.224871409,0.088354937,-0.995326046,1.69656381,1.087129348,1.37941652,1.095124998,-1.196418761,0.023865589,1.769131521,0.637898636,-1.287799591,-0.078154456,-1.760691235,-0.58287549,0.761702642,0.948899464,-0.423510048,-0.523151045,0.197934987
HSC-4,1.933387132,-0.219766158,0.140255154,-3.104309546,1.998128148,-0.435354449,2.881597973,1.28490593,3.113831549,0.806911402,-1.852929387,0.852790069,3.184494688,0.625727175,0.064727627,1.703171766,0.597303282,2.451304321,-1.891457431,0.800286786,-0.831556257,1.837844863,-0.584982636,1.11326098,1.175753923,1.938544244,-0.022026989,0.428086994,-0.805627811,1.262173989,-0.184987458,-0.30707986,-0.756210003,0.380135694,0.462816451,1.356577687,1.600619255,-1.012174661,1.231325491,-0.941873615,2.00850825,1.182443708,0.651439513,-1.878733223,-1.830057614,-0.228198487,-0.04018817,1.372481502,0.182240319,-0.039839517,-1.720918179,-0.005509452,-1.736591475,-1.323845024,-0.034877003,0.451783601,0.397013859,1.29790686,0.247390072,0.075228202,-0.147973773,1.150335544,-0.885552228,0.295557102,-2.571167453,0.065165907,1.797491298,-0.668259924,2.984236445,1.508586163,0.154331727,-0.732754444,1.239024418,2.005022804,2.887777809,1.262759183,-0.252182344,-0.534142065,-0.562312376,0.971537584,2.291441299,0.798601361,0.2947714,0.367875589,1.757708694,-0.128133528,0.276300042,0.697649218,0.747964582,2.729144982,0.665439423,-1.089520246,-1.193171964,0.452929012,0.471581294,1.61792234,1.026672722,0.795341107,-0.213430846,0.224470349,0.184392033
Lu-99A,2.027707791,-0.350469665,-0.564481505,-0.847681384,0.620039745,1.109165742,0.360355031,0.50151855,-0.058246325,-0.43381583,-0.669559502,-0.71973797,-0.135708408,0.174017298,-0.458243328,-0.661408972,-1.024691591,-0.889563373,-0.686486965,0.483521404,-0.149435524,0.047138795,-0.93815047,-0.034012138,-0.353068894,-0.465438784,-0.401291479,0.921231424,0.474780123,-0.605459556,0.23083493,-0.513913646,-0.606150618,-1.275471582,0.012489332,-0.368921072,-0.379770143,-0.425087009,-0.936378816,0.243616868,-0.427810138,-0.797531733,-0.159438616,-0.844084929,1.255467786,-0.768864537,0.683847294,1.145511698,-0.658321704,-0.205104196,0.211338031,0.156888378,0.692464754,0.805320149,0.759867674,-0.483977013,-0.005912247,0.859672832,-0.70568813,0.601282812,-0.616969002,-0.168497496,0.342047579,0.543138821,-0.565244054,0.768189135,0.516067922,0.747417971,0.422568257,-1.310036372,1.730372004,0.133495795,-0.773426695,-0.705502642,-0.80889351,1.0352826,0.29111729,-1.107616009,-0.636068261,0.432891816,-0.764829299,0.045201462,-0.083952299,-0.542095303,-0.941006523,-0.671170197,0.553926868,0.967838378,-0.575937344,-0.4477388,-0.591540464,0.852775647,-0.946155763,-1.329744512,0.057110107,0.019802482,1.343278558,-0.259019363,-0.618666947,-1.27784105,0.090062087
MOLP-8,-1.113109518,-0.545950973,-0.221867457,2.021464548,0.046667088,-0.983283204,-0.428680015,-0.720834309,0.295444686,-0.379673493,1.347903396,-0.231114137,-0.889899129,-2.015135034,-0.471116358,-0.360814709,-1.018461607,-0.640799692,1.530654198,-1.180745946,-0.070464217,0.374596162,1.043783744,-0.232600455,-0.191822385,-0.591940344,-0.558051117,-0.346649172,-0.116614799,-0.397077895,0.383963703,-0.364339515,-0.306072222,0.429163118,-0.498945532,-0.636794581,-0.585721099,2.631904396,-1.849663209,2.02438666,-0.090417415,0.032194326,-0.307685369,0.401126436,0.659418654,0.678200584,0.360982101,0.123857827,2.022195339,0.471214651,0.958288569,0.412174089,0.266788729,2.09378611,-1.052764395,2.410667362,0.338811255,-0.883417448,-0.833344518,0.014758474,-0.196475748,-1.206655653,1.746662162,-1.519267224,0.762071246,0.076249416,-1.24222737,0.848874327,-0.317444164,-1.157918583,-0.663793414,-0.233082481,-2.068815026,-0.806897999,-0.580728413,0.380882484,0.490481388,0.716605892,2.041201807,-1.672007453,-0.691988305,0.732974367,-1.950524934,-0.572353312,-0.120328683,-1.066046703,-0.413539886,0.341745263,-1.327347194,-0.129454473,-0.698141293,0.710376745,0.961714096,-2.106664395,-0.850345545,-1.335025012,-0.569689254,1.977979164,0.356367582,-0.230849164,0
MOLT-13,-0.819388617,-0.679670457,-0.332617175,0.203779804,0.407237452,0.304384088,-0.543770664,-0.085994953,-0.424758686,-1.146664359,-0.764818985,-0.447358724,-0.256969405,-0.681156415,0.412213899,-0.792296497,-1.091898266,-0.467730189,1.312937966,-1.187341213,-0.420172764,0.878074673,1.387738165,-0.784586051,-0.378501404,-0.638824505,-0.971874767,-0.122321031,2.737454081,-0.34193157,1.0221949,-0.41005652,0.255868554,-1.329481421,-0.71707328,-1.031343406,-0.515677684,-0.971423576,-1.478038122,0.022233429,-0.465662542,-3.270235182,-0.556249505,0.28276159,1.07539627,-0.278002237,0.046383874,-0.200678971,1.935714399,-0.067315302,1.78352939,-0.888159863,-0.023628772,0.101105988,-0.799248698,1.142173302,0.115896975,-0.287877179,-0.940637942,1.0688686,-0.285163133,0.946411998,-0.218537852,0.841281133,1.567885214,0.313728185,-1.013496237,-0.07559887,0.453414146,0.309041359,-0.675657545,-0.222942354,-1.63835568,-0.65893504,1.319708099,-0.986695466,1.439017778,0.717780908,-0.455727503,-2.179651993,-0.607497815,-0.294605243,-0.544733434,0.001032056,-0.762761069,0.557057084,-0.918539408,0.598093511,-0.992173943,-0.234827495,-0.481656772,0.195691808,0.275845647,-0.309103346,-0.389879224,-1.306960766,-0.6633521,0.423744901,3.394328401,-0.156752565,0.002216119
